txn_id,customer_id,transaction_date,transaction_type,transaction_mode,amount,beneficiary_country
TXN001100,CUST00265,2025-01-09,Cash Withdrawal,ATM,38257,Australia
TXN001101,CUST00265,2025-03-05,NEFT/RTGS,Mobile App,38822,Canada
TXN001102,CUST00266,2025-06-21,Wire Transfer,Branch,83388,Germany
TXN001103,CUST00266,2025-10-05,NEFT/RTGS,Mobile App,67550,Germany
TXN001104,CUST00266,2025-12-19,NEFT/RTGS,ATM,80232,UK
TXN001105,CUST00267,2025-02-23,Wire Transfer,Online,9897,India
TXN001106,CUST00267,2025-11-16,Card Payment,Online,19540,Canada
TXN001107,CUST00267,2025-10-25,Wire Transfer,ATM,17311,Australia
TXN001108,CUST00268,2025-04-11,NEFT/RTGS,Online,57433,Canada
TXN001109,CUST00268,2025-11-27,NEFT/RTGS,Online,92615,UK
TXN001110,CUST00268,2025-09-17,Cash Withdrawal,ATM,58806,UK
TXN001111,CUST00268,2025-08-01,Cash Deposit,Online,62344,Australia
TXN001112,CUST00268,2025-01-14,Cash Deposit,ATM,89153,Germany
TXN001113,CUST00269,2025-10-20,NEFT/RTGS,Branch,37117,UK
TXN001114,CUST00269,2025-01-27,Card Payment,Mobile App,52625,Canada
TXN001115,CUST00269,2025-07-19,Cash Deposit,Mobile App,45599,USA
TXN001116,CUST00269,2025-03-06,Card Payment,Online,36671,UK
TXN001117,CUST00269,2025-07-20,Cash Withdrawal,Branch,45527,Australia
TXN001118,CUST00270,2025-11-18,Card Payment,Branch,16487,India
TXN001119,CUST00270,2025-10-20,NEFT/RTGS,Online,14043,India
TXN001120,CUST00270,2025-08-21,Cash Withdrawal,Branch,14307,Australia
TXN001121,CUST00270,2025-05-06,NEFT/RTGS,ATM,15821,USA
TXN001122,CUST00270,2025-02-12,Cash Deposit,Online,15228,Australia
TXN001123,CUST00271,2025-02-24,Cash Deposit,ATM,14823,India
TXN001124,CUST00271,2025-04-17,NEFT/RTGS,Online,19846,UK
TXN001125,CUST00272,2025-04-18,NEFT/RTGS,Mobile App,55639,India
TXN001126,CUST00272,2025-08-19,Cash Deposit,Branch,77622,UK
TXN001127,CUST00272,2025-11-07,Wire Transfer,Online,78047,UK
TXN001128,CUST00272,2025-09-05,Card Payment,Online,69915,UK
TXN001129,CUST00273,2025-10-02,Wire Transfer,Branch,26716,USA
TXN001130,CUST00273,2025-06-17,Cash Deposit,Branch,22322,USA
TXN001131,CUST00273,2025-03-06,Cash Withdrawal,ATM,19402,India
TXN001132,CUST00273,2025-11-30,Cash Withdrawal,Mobile App,21513,Germany
TXN001133,CUST00273,2025-08-12,Card Payment,Mobile App,22683,Australia
TXN001134,CUST00273,2025-05-24,NEFT/RTGS,Online,20935,USA
TXN001135,CUST00274,2025-08-17,NEFT/RTGS,ATM,52058,USA
TXN001136,CUST00274,2025-11-07,NEFT/RTGS,Mobile App,23975,UK
TXN001137,CUST00274,2025-02-02,NEFT/RTGS,Branch,37744,USA
TXN001138,CUST00274,2025-05-10,Card Payment,Mobile App,42206,India
TXN001139,CUST00274,2025-09-29,Cash Withdrawal,Mobile App,30921,UK
TXN001140,CUST00275,2025-07-03,Cash Deposit,Online,9595,India
TXN001141,CUST00275,2025-07-10,Cash Deposit,ATM,10349,USA
TXN001142,CUST00276,2025-08-27,Card Payment,ATM,7210,Australia
TXN001143,CUST00276,2025-09-27,Cash Deposit,Online,5253,USA
TXN001144,CUST00276,2025-11-08,Wire Transfer,Mobile App,5948,Canada
TXN001145,CUST00276,2025-04-11,Wire Transfer,Mobile App,6471,Australia
TXN001146,CUST00276,2025-05-21,NEFT/RTGS,Online,5304,Germany
TXN001147,CUST00277,2025-10-23,Wire Transfer,ATM,51965,Canada
TXN001148,CUST00277,2025-08-25,Cash Withdrawal,Branch,36171,India
TXN001149,CUST00277,2025-10-01,Card Payment,Online,33053,Germany
TXN001150,CUST00277,2025-08-01,Cash Withdrawal,ATM,45614,UK
TXN001151,CUST00277,2025-07-24,Wire Transfer,ATM,44978,UK
TXN001152,CUST00278,2025-09-10,Wire Transfer,ATM,44223,Australia
TXN001153,CUST00278,2025-03-13,Wire Transfer,ATM,49136,Canada
TXN001154,CUST00278,2025-04-26,Cash Deposit,Online,47897,Australia
TXN001155,CUST00279,2025-12-19,Wire Transfer,ATM,74805,Canada
TXN001156,CUST00279,2025-06-18,Card Payment,Mobile App,73201,India
TXN001157,CUST00279,2025-03-12,Card Payment,Mobile App,69942,UK
TXN001158,CUST00279,2025-07-31,NEFT/RTGS,Online,68239,India
TXN001159,CUST00279,2025-10-23,NEFT/RTGS,Mobile App,68482,Canada
TXN001160,CUST00279,2025-05-16,Cash Withdrawal,Online,45801,UK
TXN001161,CUST00280,2025-04-16,Wire Transfer,Online,55180,Canada
TXN001162,CUST00280,2025-01-07,Cash Deposit,Mobile App,44706,Germany
TXN001163,CUST00280,2025-10-30,Card Payment,ATM,53101,Germany
TXN001164,CUST00280,2025-12-02,Cash Deposit,Online,55725,UK
TXN001165,CUST00280,2025-11-14,Card Payment,Branch,53168,USA
TXN001166,CUST00280,2025-05-23,NEFT/RTGS,Branch,60831,Germany
TXN001167,CUST00280,2025-03-17,NEFT/RTGS,Online,43992,Australia
TXN001168,CUST00281,2025-08-20,Cash Withdrawal,ATM,189820,Malta
TXN001169,CUST00281,2025-08-09,Cash Deposit,Branch,19893,India
TXN001170,CUST00281,2025-01-26,NEFT/RTGS,Mobile App,150222,Cayman Islands
TXN001171,CUST00281,2025-05-22,Card Payment,Mobile App,175519,Malta
TXN001172,CUST00281,2025-04-23,Wire Transfer,Online,14069,Canada
TXN001173,CUST00281,2025-09-30,Wire Transfer,ATM,21827,India
TXN001174,CUST00281,2025-04-23,Cash Withdrawal,Mobile App,23906,USA
TXN001175,CUST00281,2025-12-28,Card Payment,ATM,136803,UAE
TXN001176,CUST00282,2025-06-06,Cash Deposit,Branch,64677,Australia
TXN001177,CUST00282,2025-08-22,Cash Deposit,Online,67381,UK
TXN001178,CUST00282,2025-06-21,Wire Transfer,Branch,63173,Australia
TXN001179,CUST00282,2025-01-05,Card Payment,ATM,77337,UK
TXN001180,CUST00283,2025-01-24,Wire Transfer,ATM,94381,Canada
TXN001181,CUST00283,2025-03-27,Cash Deposit,Online,67277,USA
TXN001182,CUST00283,2025-06-29,Card Payment,ATM,59734,India
TXN001183,CUST00284,2025-12-30,Cash Withdrawal,Mobile App,67269,UK
TXN001184,CUST00284,2025-09-23,Wire Transfer,Branch,70476,India
TXN001185,CUST00284,2025-09-12,Wire Transfer,Branch,81262,Germany
TXN001186,CUST00284,2025-08-09,Cash Withdrawal,Branch,52915,Canada
TXN001187,CUST00284,2025-02-25,Cash Withdrawal,Mobile App,94980,Australia
TXN001188,CUST00284,2025-12-14,Cash Withdrawal,ATM,85234,Canada
TXN001189,CUST00284,2025-04-08,Wire Transfer,ATM,40679,Germany
TXN001190,CUST00285,2025-06-27,Cash Withdrawal,Online,22650,Germany
TXN001191,CUST00285,2025-12-17,Cash Deposit,Mobile App,15874,India
TXN001192,CUST00286,2025-03-25,Cash Withdrawal,Mobile App,33489,Canada
TXN001193,CUST00286,2025-04-22,Cash Withdrawal,Online,49581,UK
TXN001194,CUST00286,2025-01-03,NEFT/RTGS,ATM,45819,India
TXN001195,CUST00287,2025-05-26,Card Payment,Branch,37725,USA
TXN001196,CUST00287,2025-08-10,Card Payment,Online,36989,India
TXN001197,CUST00287,2025-08-31,Cash Withdrawal,Branch,33855,UK
TXN001198,CUST00287,2025-02-20,Cash Withdrawal,ATM,32771,Australia
TXN001199,CUST00288,2025-10-24,Cash Deposit,Branch,33038,USA
TXN001200,CUST00288,2025-10-11,Cash Deposit,ATM,40339,UK
TXN001201,CUST00288,2025-10-07,Cash Deposit,Mobile App,55885,UK
TXN001202,CUST00289,2025-12-17,Cash Withdrawal,Mobile App,70927,India
TXN001203,CUST00289,2025-08-04,NEFT/RTGS,Mobile App,72551,UK
TXN001204,CUST00289,2025-02-15,Cash Deposit,ATM,64721,India
TXN001205,CUST00289,2025-07-11,Cash Deposit,ATM,60759,USA
TXN001206,CUST00289,2025-01-04,NEFT/RTGS,Mobile App,62680,India
TXN001207,CUST00290,2025-06-20,Card Payment,Online,16419,India
TXN001208,CUST00290,2025-12-20,Cash Withdrawal,Online,13660,UK
TXN001209,CUST00291,2025-12-26,Cash Deposit,Branch,85137,Australia
TXN001210,CUST00291,2025-12-12,Cash Deposit,ATM,70942,Canada
TXN001211,CUST00291,2025-01-04,NEFT/RTGS,Branch,55155,Australia
TXN001212,CUST00291,2025-09-24,Wire Transfer,Branch,79520,India
TXN001213,CUST00291,2025-01-13,Card Payment,Mobile App,75350,USA
TXN001214,CUST00291,2025-04-05,Cash Deposit,ATM,78845,Germany
TXN001215,CUST00292,2025-04-05,Cash Deposit,Branch,52689,Australia
TXN001216,CUST00292,2025-12-25,Card Payment,Branch,53617,USA
TXN001217,CUST00292,2025-10-29,NEFT/RTGS,ATM,52291,Germany
TXN001218,CUST00292,2025-07-17,Wire Transfer,Mobile App,63823,Australia
TXN001219,CUST00293,2025-10-16,NEFT/RTGS,Online,9575,UK
TXN001220,CUST00293,2025-11-14,NEFT/RTGS,Online,7854,Canada
TXN001221,CUST00294,2025-03-23,Cash Withdrawal,Branch,35324,USA
TXN001222,CUST00294,2025-09-26,NEFT/RTGS,Online,54799,UK
TXN001223,CUST00294,2025-06-23,NEFT/RTGS,Branch,46148,USA
TXN001224,CUST00294,2025-12-04,Cash Withdrawal,Mobile App,43530,UK
TXN001225,CUST00294,2025-08-30,Card Payment,Branch,64308,India
TXN001226,CUST00294,2025-09-17,Card Payment,ATM,44040,Canada
TXN001227,CUST00294,2025-10-27,Card Payment,Mobile App,47068,USA
TXN001228,CUST00295,2025-12-07,Wire Transfer,Mobile App,18281,India
TXN001229,CUST00295,2025-04-29,Cash Deposit,Online,14686,Australia
TXN001230,CUST00296,2025-02-01,Card Payment,ATM,51312,Germany
TXN001231,CUST00296,2025-07-11,Card Payment,Online,73263,India
TXN001232,CUST00296,2025-12-24,NEFT/RTGS,Mobile App,59634,USA
TXN001233,CUST00296,2025-05-10,NEFT/RTGS,Mobile App,69761,USA
TXN001234,CUST00296,2025-04-14,Cash Deposit,Mobile App,54332,Australia
TXN001235,CUST00297,2025-11-19,Wire Transfer,Branch,20089,India
TXN001236,CUST00297,2025-07-28,Card Payment,Online,34909,India
TXN001237,CUST00297,2025-11-25,Card Payment,Mobile App,18322,UK
TXN001238,CUST00297,2025-06-30,Cash Withdrawal,Branch,34090,USA
TXN001239,CUST00297,2025-11-17,NEFT/RTGS,Online,23380,India
TXN001240,CUST00297,2025-03-02,NEFT/RTGS,Branch,39507,Canada
TXN001241,CUST00298,2025-05-29,Cash Withdrawal,Mobile App,11261,Canada
TXN001242,CUST00298,2025-03-22,Cash Withdrawal,Online,11620,Australia
TXN001243,CUST00298,2025-09-14,Cash Withdrawal,Mobile App,7651,Canada
TXN001244,CUST00298,2025-12-24,Wire Transfer,Mobile App,9648,Canada
TXN001245,CUST00298,2025-04-13,Cash Withdrawal,Online,11403,UK
TXN001246,CUST00298,2025-06-18,Wire Transfer,Branch,11253,USA
TXN001247,CUST00299,2025-01-19,Cash Withdrawal,Online,80061,Canada
TXN001248,CUST00300,2025-03-08,Cash Withdrawal,Online,14261,Canada
TXN001249,CUST00300,2025-08-09,NEFT/RTGS,ATM,19175,India
TXN001250,CUST00300,2025-04-11,Card Payment,Mobile App,65698,USA
TXN001251,CUST00300,2025-07-18,NEFT/RTGS,Branch,15321,Australia
TXN001252,CUST00300,2025-10-09,Cash Deposit,Online,15019,Germany
TXN001253,CUST00300,2025-06-30,Cash Deposit,ATM,18737,Germany
TXN001254,CUST00300,2025-05-02,Cash Deposit,Online,18469,Germany
TXN001255,CUST00301,2025-01-08,Cash Deposit,Online,69571,Canada
TXN001256,CUST00301,2025-06-10,Cash Withdrawal,Branch,90446,India
TXN001257,CUST00301,2025-07-23,NEFT/RTGS,Online,80921,UK
TXN001258,CUST00302,2025-07-02,Cash Deposit,Mobile App,71193,USA
TXN001259,CUST00302,2025-12-01,Cash Deposit,ATM,71513,Australia
TXN001260,CUST00302,2025-09-15,Wire Transfer,Online,90046,UK
TXN001261,CUST00302,2025-05-24,Wire Transfer,Branch,95586,UK
TXN001262,CUST00303,2025-07-10,Cash Deposit,Online,23896,Canada
TXN001263,CUST00303,2025-11-29,NEFT/RTGS,Online,30479,USA
TXN001264,CUST00304,2025-06-03,Wire Transfer,Online,42479,UK
TXN001265,CUST00304,2025-08-16,Wire Transfer,Branch,223581,UK
TXN001266,CUST00304,2025-12-04,NEFT/RTGS,Online,34126,USA
TXN001267,CUST00304,2025-01-14,Card Payment,ATM,36998,Australia
TXN001268,CUST00304,2025-10-30,Cash Deposit,Online,49926,UK
TXN001269,CUST00304,2025-01-30,Wire Transfer,Mobile App,38719,UK
TXN001270,CUST00304,2025-05-28,Card Payment,Mobile App,29286,Australia
TXN001271,CUST00304,2025-03-25,NEFT/RTGS,Mobile App,31019,Germany
TXN001272,CUST00305,2025-05-21,Wire Transfer,Branch,41143,USA
TXN001273,CUST00305,2025-10-20,NEFT/RTGS,Online,33001,Canada
TXN001274,CUST00305,2025-12-01,Card Payment,Online,35353,Canada
TXN001275,CUST00306,2025-04-02,NEFT/RTGS,Mobile App,17886,UK
TXN001276,CUST00306,2025-08-27,Wire Transfer,ATM,19730,India
TXN001277,CUST00306,2025-10-24,Wire Transfer,ATM,17771,Germany
TXN001278,CUST00306,2025-02-02,NEFT/RTGS,Branch,17157,Canada
TXN001279,CUST00306,2025-03-07,Cash Deposit,Branch,21636,UK
TXN001280,CUST00306,2025-12-02,Wire Transfer,Branch,17886,USA
TXN001281,CUST00307,2025-01-22,Card Payment,Branch,74052,Germany
TXN001282,CUST00307,2025-01-09,Cash Withdrawal,Online,113757,India
TXN001283,CUST00307,2025-02-25,Wire Transfer,Mobile App,58157,Canada
TXN001284,CUST00307,2025-07-10,NEFT/RTGS,Online,60936,India
TXN001285,CUST00307,2025-05-25,Cash Deposit,Online,70688,Australia
TXN001286,CUST00308,2025-07-11,NEFT/RTGS,ATM,64185,Germany
TXN001287,CUST00308,2025-03-18,Card Payment,Online,58103,Canada
TXN001288,CUST00309,2025-09-18,Card Payment,ATM,19710,Canada
TXN001289,CUST00309,2025-10-26,Wire Transfer,Branch,22108,USA
TXN001290,CUST00309,2025-04-25,Card Payment,Mobile App,19357,Germany
TXN001291,CUST00309,2025-09-28,Wire Transfer,Mobile App,13462,Canada
TXN001292,CUST00310,2025-10-22,Cash Withdrawal,Branch,37044,UK
TXN001293,CUST00310,2025-08-22,Cash Withdrawal,Online,47232,UK
TXN001294,CUST00310,2025-07-29,Cash Withdrawal,Online,62428,Australia
TXN001295,CUST00311,2025-04-28,NEFT/RTGS,Mobile App,62474,Australia
TXN001296,CUST00311,2025-10-03,Cash Deposit,Mobile App,34665,USA
TXN001297,CUST00311,2025-03-12,Card Payment,ATM,44190,Australia
TXN001298,CUST00312,2025-09-16,Cash Deposit,Mobile App,16874,India
TXN001299,CUST00312,2025-08-21,Wire Transfer,Branch,22460,Australia
TXN001300,CUST00312,2025-10-11,NEFT/RTGS,Online,18617,India
TXN001301,CUST00312,2025-02-07,Cash Deposit,Mobile App,95506,USA
TXN001302,CUST00312,2025-07-25,Card Payment,Branch,14790,Germany
TXN001303,CUST00313,2025-02-25,Wire Transfer,Online,44318,Canada
TXN001304,CUST00313,2025-11-19,NEFT/RTGS,Mobile App,70244,Australia
TXN001305,CUST00313,2025-12-25,Cash Deposit,Branch,37637,UK
TXN001306,CUST00313,2025-02-12,Cash Deposit,Online,51314,Australia
TXN001307,CUST00314,2025-09-18,Card Payment,ATM,47307,Australia
TXN001308,CUST00315,2025-09-26,Card Payment,Mobile App,16752,USA
TXN001309,CUST00315,2025-06-13,Cash Deposit,Branch,20791,UK
TXN001310,CUST00315,2025-04-18,NEFT/RTGS,ATM,19956,India
TXN001311,CUST00316,2025-09-07,NEFT/RTGS,Branch,43011,India
TXN001312,CUST00317,2025-02-24,Cash Deposit,ATM,31104,UK
TXN001313,CUST00317,2025-10-10,Card Payment,Branch,25621,USA
TXN001314,CUST00317,2025-10-03,Cash Deposit,Online,25930,India
TXN001315,CUST00317,2025-01-14,Cash Withdrawal,Branch,26295,Germany
TXN001316,CUST00317,2025-09-24,Cash Deposit,Mobile App,33802,UK
TXN001317,CUST00318,2025-05-15,Wire Transfer,Branch,606357,Cyprus
TXN001318,CUST00318,2025-07-01,Wire Transfer,Branch,24511,UK
TXN001319,CUST00318,2025-12-11,Wire Transfer,ATM,416263,Malta
TXN001320,CUST00319,2025-04-08,Card Payment,Online,12557,Germany
TXN001321,CUST00319,2025-05-06,Cash Deposit,Mobile App,11876,Australia
TXN001322,CUST00319,2025-04-06,NEFT/RTGS,ATM,9297,USA
TXN001323,CUST00319,2025-02-15,Card Payment,Branch,8631,USA
TXN001324,CUST00319,2025-12-30,Cash Deposit,Online,7893,India
TXN001325,CUST00320,2025-11-23,Cash Withdrawal,Mobile App,58847,Australia
TXN001326,CUST00320,2025-04-03,Cash Withdrawal,Branch,71470,Canada
TXN001327,CUST00320,2025-11-03,Cash Withdrawal,Mobile App,52964,UK
TXN001328,CUST00320,2025-02-27,Cash Withdrawal,Mobile App,47726,UK
TXN001329,CUST00320,2025-08-26,Cash Withdrawal,Online,51765,Germany
TXN001330,CUST00321,2025-09-08,Card Payment,Mobile App,46312,Australia
TXN001331,CUST00321,2025-05-29,Cash Withdrawal,Branch,53719,Australia
TXN001332,CUST00321,2025-06-12,NEFT/RTGS,Mobile App,66685,Germany
TXN001333,CUST00321,2025-05-14,Wire Transfer,ATM,57037,Germany
TXN001334,CUST00321,2025-06-07,NEFT/RTGS,Mobile App,49297,Germany
TXN001335,CUST00321,2025-03-27,Card Payment,Branch,41428,USA
TXN001336,CUST00321,2025-03-08,Card Payment,Online,70988,Australia
TXN001337,CUST00322,2025-10-11,Wire Transfer,Online,9813,Germany
TXN001338,CUST00322,2025-10-02,Cash Deposit,Branch,9070,Canada
TXN001339,CUST00322,2025-03-24,Cash Withdrawal,ATM,5809,Canada
TXN001340,CUST00322,2025-05-08,Wire Transfer,Online,9275,Germany
TXN001341,CUST00322,2025-09-06,Wire Transfer,Branch,7828,India
TXN001342,CUST00322,2025-04-28,Cash Deposit,Online,5868,UK
TXN001343,CUST00322,2025-07-25,Cash Deposit,ATM,7765,UK
TXN001344,CUST00323,2025-08-01,Wire Transfer,Online,20746,India
TXN001345,CUST00324,2025-07-20,Cash Deposit,ATM,81949,Canada
TXN001346,CUST00324,2025-01-12,Cash Withdrawal,ATM,72680,UK
TXN001347,CUST00324,2025-08-30,NEFT/RTGS,ATM,79490,Germany
TXN001348,CUST00324,2025-07-28,Card Payment,ATM,87386,Germany
TXN001349,CUST00324,2025-07-15,Wire Transfer,Mobile App,70918,Germany
TXN001350,CUST00324,2025-07-10,Card Payment,Online,99130,Australia
TXN001351,CUST00325,2025-08-17,Cash Withdrawal,Mobile App,8903,Germany
TXN001352,CUST00325,2025-11-19,Wire Transfer,Online,9366,Canada
TXN001353,CUST00326,2025-02-12,Cash Deposit,Mobile App,88365,USA
TXN001354,CUST00326,2025-09-25,Card Payment,Branch,114682,Canada
TXN001355,CUST00326,2025-06-22,Cash Deposit,Online,79822,India
TXN001356,CUST00326,2025-11-03,NEFT/RTGS,Online,66620,UK
TXN001357,CUST00326,2025-10-07,NEFT/RTGS,ATM,68881,UK
TXN001358,CUST00327,2025-02-11,Wire Transfer,Mobile App,27892,UK
TXN001359,CUST00328,2025-03-04,Cash Deposit,Branch,15507,Germany
TXN001360,CUST00328,2025-02-28,Wire Transfer,Mobile App,15518,Germany
TXN001361,CUST00328,2025-10-08,NEFT/RTGS,Mobile App,17769,Germany
TXN001362,CUST00328,2025-08-11,Cash Withdrawal,ATM,19959,India
TXN001363,CUST00328,2025-03-26,Cash Deposit,ATM,12362,Canada
TXN001364,CUST00329,2025-09-23,Card Payment,ATM,79314,Australia
TXN001365,CUST00329,2025-06-19,Cash Deposit,Branch,93063,Germany
TXN001366,CUST00329,2025-04-02,Cash Deposit,Mobile App,69952,Canada
TXN001367,CUST00329,2025-01-03,Cash Withdrawal,Branch,57304,India
TXN001368,CUST00329,2025-02-01,Card Payment,Mobile App,67287,USA
TXN001369,CUST00329,2025-06-29,Card Payment,Branch,56419,Canada
TXN001370,CUST00329,2025-08-07,Card Payment,ATM,50299,UK
TXN001371,CUST00329,2025-07-26,Cash Withdrawal,Branch,49153,UK
TXN001372,CUST00330,2025-10-16,Wire Transfer,Branch,35164,UK
TXN001373,CUST00330,2025-10-31,Card Payment,ATM,23662,Canada
TXN001374,CUST00330,2025-12-09,NEFT/RTGS,Branch,27436,Australia
TXN001375,CUST00330,2025-11-11,Cash Deposit,Branch,38215,USA
TXN001376,CUST00330,2025-01-01,Cash Withdrawal,Online,33450,USA
TXN001377,CUST00331,2025-08-30,Cash Withdrawal,ATM,69199,Germany
TXN001378,CUST00331,2025-07-17,NEFT/RTGS,ATM,72742,Canada
TXN001379,CUST00331,2025-06-12,Card Payment,Online,61392,UK
TXN001380,CUST00331,2025-05-23,Cash Deposit,Mobile App,91745,Canada
TXN001381,CUST00331,2025-12-22,Cash Withdrawal,Online,41990,Canada
TXN001382,CUST00332,2025-08-27,Cash Withdrawal,Mobile App,276611,USA
TXN001383,CUST00332,2025-04-08,NEFT/RTGS,ATM,35276,USA
TXN001384,CUST00333,2025-04-10,Wire Transfer,ATM,32218,Australia
TXN001385,CUST00334,2025-01-07,Card Payment,ATM,66175,India
TXN001386,CUST00334,2025-11-25,NEFT/RTGS,Mobile App,36712,India
TXN001387,CUST00334,2025-01-30,Card Payment,Online,63045,India
TXN001388,CUST00334,2025-11-08,NEFT/RTGS,Mobile App,47648,Australia
TXN001389,CUST00335,2025-01-15,Card Payment,Branch,99121,India
TXN001390,CUST00335,2025-08-03,Wire Transfer,Online,73828,Australia
TXN001391,CUST00335,2025-02-01,Cash Withdrawal,Online,45663,Germany
TXN001392,CUST00335,2025-01-09,Cash Withdrawal,ATM,71367,Canada
TXN001393,CUST00335,2025-10-28,Cash Withdrawal,Online,106008,Australia
TXN001394,CUST00335,2025-02-03,Cash Deposit,Branch,52565,Australia
TXN001395,CUST00336,2025-12-19,Card Payment,Mobile App,41075,India
TXN001396,CUST00336,2025-01-02,Cash Withdrawal,ATM,42079,USA
TXN001397,CUST00336,2025-12-23,Wire Transfer,Mobile App,35630,Canada
TXN001398,CUST00336,2025-02-16,Cash Deposit,Online,45837,India
TXN001399,CUST00336,2025-01-06,Cash Deposit,ATM,186850,USA
TXN001400,CUST00336,2025-05-07,Cash Withdrawal,Branch,50169,Germany
TXN001401,CUST00337,2025-05-27,Cash Deposit,ATM,30737,India
TXN001402,CUST00337,2025-05-20,Cash Deposit,Branch,37025,USA
TXN001403,CUST00337,2025-08-14,Cash Withdrawal,Online,41941,UK
TXN001404,CUST00337,2025-09-25,NEFT/RTGS,Branch,40363,Germany
TXN001405,CUST00338,2025-12-26,NEFT/RTGS,ATM,7977,Canada
TXN001406,CUST00338,2025-05-28,Cash Deposit,ATM,11419,Australia
TXN001407,CUST00338,2025-05-18,Wire Transfer,Branch,12251,Australia
TXN001408,CUST00338,2025-05-14,Wire Transfer,Online,9325,UK
TXN001409,CUST00338,2025-10-28,Cash Withdrawal,ATM,9127,Canada
TXN001410,CUST00338,2025-10-29,Wire Transfer,ATM,8756,Canada
TXN001411,CUST00339,2025-06-21,Cash Withdrawal,Online,4413,USA
TXN001412,CUST00339,2025-04-06,Wire Transfer,Mobile App,6917,USA
TXN001413,CUST00339,2025-10-22,NEFT/RTGS,Mobile App,5499,Canada
TXN001414,CUST00340,2025-12-14,NEFT/RTGS,ATM,55249,Canada
TXN001415,CUST00340,2025-09-17,Wire Transfer,Mobile App,75641,India
TXN001416,CUST00340,2025-10-23,NEFT/RTGS,Online,49882,Germany
TXN001417,CUST00341,2025-09-26,Cash Deposit,Branch,48991,Canada
TXN001418,CUST00341,2025-02-16,Cash Withdrawal,Branch,36294,USA
TXN001419,CUST00341,2025-03-26,NEFT/RTGS,Online,31004,UK
TXN001420,CUST00341,2025-02-11,Cash Deposit,Branch,55440,Australia
TXN001421,CUST00341,2025-05-06,Cash Deposit,ATM,59104,USA
TXN001422,CUST00342,2025-07-21,Cash Deposit,Mobile App,18161,Germany
TXN001423,CUST00342,2025-02-19,NEFT/RTGS,Branch,15216,Australia
TXN001424,CUST00342,2025-03-10,NEFT/RTGS,ATM,20927,UK
TXN001425,CUST00342,2025-07-21,Card Payment,Online,20582,UK
TXN001426,CUST00342,2025-10-28,Wire Transfer,Branch,12789,UK
TXN001427,CUST00343,2025-09-14,Wire Transfer,Mobile App,32866,UK
TXN001428,CUST00343,2025-04-19,Cash Withdrawal,Mobile App,33439,India
TXN001429,CUST00343,2025-12-01,Cash Deposit,Mobile App,32727,India
TXN001430,CUST00343,2025-01-18,Cash Withdrawal,Mobile App,34277,USA
TXN001431,CUST00343,2025-12-16,Card Payment,Online,42737,USA
TXN001432,CUST00344,2025-01-07,Cash Deposit,ATM,18623,Australia
TXN001433,CUST00344,2025-09-06,NEFT/RTGS,Mobile App,15079,USA
TXN001434,CUST00344,2025-05-13,Wire Transfer,Mobile App,16662,India
TXN001435,CUST00345,2025-02-27,Cash Deposit,Mobile App,48696,Canada
TXN001436,CUST00346,2025-12-29,Card Payment,ATM,120679,USA
TXN001437,CUST00346,2025-08-11,Wire Transfer,Mobile App,11228,USA
TXN001438,CUST00347,2025-11-03,Cash Withdrawal,ATM,48947,India
TXN001439,CUST00347,2025-06-01,Wire Transfer,ATM,48649,Germany
TXN001440,CUST00347,2025-06-02,Wire Transfer,Online,39586,USA
TXN001441,CUST00347,2025-09-30,NEFT/RTGS,Branch,50315,UK
TXN001442,CUST00348,2025-09-10,NEFT/RTGS,ATM,26271,Australia
TXN001443,CUST00348,2025-09-26,Card Payment,Mobile App,27998,UK
TXN001444,CUST00348,2025-07-10,Wire Transfer,Branch,20364,India
TXN001445,CUST00348,2025-07-15,Card Payment,Online,27591,Canada
TXN001446,CUST00348,2025-06-04,NEFT/RTGS,Mobile App,20632,UK
TXN001447,CUST00349,2025-02-10,NEFT/RTGS,Online,41322,Australia
TXN001448,CUST00349,2025-10-04,Cash Deposit,Online,15983,USA
TXN001449,CUST00349,2025-04-21,NEFT/RTGS,ATM,27836,UK
TXN001450,CUST00349,2025-01-24,Card Payment,Mobile App,36808,Australia
TXN001451,CUST00349,2025-05-20,Wire Transfer,Mobile App,34070,USA
TXN001452,CUST00349,2025-05-17,NEFT/RTGS,ATM,46609,USA
TXN001453,CUST00349,2025-01-10,Cash Withdrawal,Branch,39604,India
TXN001454,CUST00349,2025-08-24,Card Payment,Mobile App,29118,India
TXN001455,CUST00349,2025-10-05,NEFT/RTGS,Mobile App,30626,Australia
TXN001456,CUST00350,2025-08-16,Cash Deposit,Mobile App,48968,UK
TXN001457,CUST00350,2025-07-19,Cash Withdrawal,Mobile App,37403,Australia
TXN001458,CUST00350,2025-10-20,Wire Transfer,Mobile App,49720,India
TXN001459,CUST00350,2025-09-29,Cash Withdrawal,ATM,53758,Canada
TXN001460,CUST00351,2025-10-27,Cash Deposit,ATM,33987,UK
TXN001461,CUST00351,2025-01-12,Cash Withdrawal,Mobile App,46162,Canada
TXN001462,CUST00351,2025-03-05,Wire Transfer,Mobile App,35638,USA
TXN001463,CUST00351,2025-02-26,Card Payment,ATM,50832,USA
TXN001464,CUST00352,2025-04-22,NEFT/RTGS,ATM,63683,Canada
TXN001465,CUST00352,2025-12-18,Cash Withdrawal,Mobile App,59661,UK
